,group,Pig,Tissue,Day,Treatment,Genus,value,All,value2,percent_tot
252,SRD129_P165_N_D7,165,N,7,Control,Actinobacillus,0.238239211,7_Control,2.38239211,23.8239211
253,SRD129_P166_N_D0,166,N,0,Control,Actinobacillus,0.115207936,0_Control,1.152079363,11.52079363
254,SRD129_P166_N_D1,166,N,1,Control,Actinobacillus,0.213130245,1_Control,2.131302454,21.31302454
255,SRD129_P166_N_D10,166,N,10,Control,Actinobacillus,0.055896795,10_Control,0.558967951,5.589679509
256,SRD129_P166_N_D14,166,N,14,Control,Actinobacillus,0.110405731,14_Control,1.104057313,11.04057313
257,SRD129_P166_N_D21,166,N,21,Control,Actinobacillus,0.102121163,21_Control,1.021211634,10.21211634
258,SRD129_P166_N_D3,166,N,3,Control,Actinobacillus,0.084196272,3_Control,0.841962721,8.41962721
259,SRD129_P166_N_D36,166,N,36,Control,Actinobacillus,0.001378014,36_Control,0.013780144,0.137801441
260,SRD129_P166_N_D42,166,N,42,Control,Actinobacillus,0.001726619,42_Control,0.017266187,0.172661871
261,SRD129_P166_N_D7,166,N,7,Control,Actinobacillus,0.12899405,7_Control,1.289940502,12.89940502
262,SRD129_P167_N_D0,167,N,0,Control,Actinobacillus,0.095306389,0_Control,0.953063885,9.530638853
263,SRD129_P167_N_D1,167,N,1,Control,Actinobacillus,0.182987279,1_Control,1.829872786,18.29872786
264,SRD129_P167_N_D10,167,N,10,Control,Actinobacillus,0.076056448,10_Control,0.760564483,7.605644835
265,SRD129_P167_N_D14,167,N,14,Control,Actinobacillus,0.045073523,14_Control,0.450735232,4.507352319
266,SRD129_P167_N_D21,167,N,21,Control,Actinobacillus,0.017070034,21_Control,0.170700339,1.707003391
267,SRD129_P167_N_D3,167,N,3,Control,Actinobacillus,0.120409771,3_Control,1.204097715,12.04097715
268,SRD129_P167_N_D36,167,N,36,Control,Actinobacillus,0.000914192,36_Control,0.00914192,0.091419204
269,SRD129_P167_N_D42,167,N,42,Control,Actinobacillus,0.001225294,42_Control,0.012252943,0.122529434
270,SRD129_P167_N_D7,167,N,7,Control,Actinobacillus,0.188434732,7_Control,1.884347321,18.84347321
271,SRD129_P168_N_D0,168,N,0,Control,Actinobacillus,0.200357709,0_Control,2.00357709,20.0357709
272,SRD129_P168_N_D1,168,N,1,Control,Actinobacillus,0.415856245,1_Control,4.158562452,41.58562452
273,SRD129_P168_N_D10,168,N,10,Control,Actinobacillus,0.205882353,10_Control,2.058823529,20.58823529
274,SRD129_P168_N_D14,168,N,14,Control,Actinobacillus,0.029994383,14_Control,0.299943831,2.999438307
275,SRD129_P168_N_D21,168,N,21,Control,Actinobacillus,0.011051081,21_Control,0.110510806,1.105108055
276,SRD129_P168_N_D3,168,N,3,Control,Actinobacillus,0.205115525,3_Control,2.051155252,20.51155252
277,SRD129_P168_N_D36,168,N,36,Control,Actinobacillus,0.003347357,36_Control,0.033473574,0.334735743
278,SRD129_P168_N_D42,168,N,42,Control,Actinobacillus,0.000593354,42_Control,0.005933544,0.059335443
279,SRD129_P168_N_D7,168,N,7,Control,Actinobacillus,0.220358749,7_Control,2.203587494,22.03587494
280,SRD129_P169_N_D0,169,N,0,Control,Actinobacillus,0.201705708,0_Control,2.017057081,20.17057081
281,SRD129_P169_N_D1,169,N,1,Control,Actinobacillus,0.406316728,1_Control,4.063167281,40.63167281
282,SRD129_P169_N_D10,169,N,10,Control,Actinobacillus,0.06524695,10_Control,0.652469502,6.524695023
283,SRD129_P169_N_D14,169,N,14,Control,Actinobacillus,0.032945186,14_Control,0.32945186,3.294518603
284,SRD129_P169_N_D21,169,N,21,Control,Actinobacillus,0.024645753,21_Control,0.246457534,2.464575337
285,SRD129_P169_N_D3,169,N,3,Control,Actinobacillus,0.143457756,3_Control,1.43457756,14.3457756
286,SRD129_P169_N_D36,169,N,36,Control,Actinobacillus,0.000552377,36_Control,0.005523772,0.055237719
287,SRD129_P169_N_D42,169,N,42,Control,Actinobacillus,0.001316992,42_Control,0.013169919,0.131699188
288,SRD129_P169_N_D7,169,N,7,Control,Actinobacillus,0.128253419,7_Control,1.282534194,12.82534194
289,SRD129_P170_N_D0,170,N,0,Control,Actinobacillus,0.264972543,0_Control,2.64972543,26.4972543
290,SRD129_P170_N_D1,170,N,1,Control,Actinobacillus,0.290736008,1_Control,2.907360077,29.07360077
291,SRD129_P170_N_D10,170,N,10,Control,Actinobacillus,0.092233943,10_Control,0.92233943,9.223394301
292,SRD129_P170_N_D14,170,N,14,Control,Actinobacillus,0.080187123,14_Control,0.801871233,8.018712328
293,SRD129_P170_N_D21,170,N,21,Control,Actinobacillus,0.022596636,21_Control,0.225966364,2.259663636
294,SRD129_P170_N_D3,170,N,3,Control,Actinobacillus,0.182330468,3_Control,1.82330468,18.2330468
295,SRD129_P170_N_D36,170,N,36,Control,Actinobacillus,0.000658935,36_Control,0.006589352,0.065893516
296,SRD129_P170_N_D42,170,N,42,Control,Actinobacillus,0.000377248,42_Control,0.003772478,0.037724777
297,SRD129_P170_N_D7,170,N,7,Control,Actinobacillus,0.219836071,7_Control,2.198360714,21.98360714
298,SRD129_P171_N_D0,171,N,0,Control,Actinobacillus,0.132500736,0_Control,1.325007359,13.25007359
299,SRD129_P171_N_D1,171,N,1,Control,Actinobacillus,0.311836553,1_Control,3.118365534,31.18365534
300,SRD129_P171_N_D10,171,N,10,Control,Actinobacillus,0.043639966,10_Control,0.436399662,4.363996622
301,SRD129_P171_N_D14,171,N,14,Control,Actinobacillus,0.040037976,14_Control,0.400379755,4.003797551
302,SRD129_P171_N_D21,171,N,21,Control,Actinobacillus,0.008135487,21_Control,0.081354872,0.813548715
303,SRD129_P171_N_D3,171,N,3,Control,Actinobacillus,0.116380754,3_Control,1.163807536,11.63807536
304,SRD129_P171_N_D36,171,N,36,Control,Actinobacillus,0.002377027,36_Control,0.023770272,0.237702718
305,SRD129_P171_N_D42,171,N,42,Control,Actinobacillus,0.000516814,42_Control,0.005168137,0.051681367
306,SRD129_P171_N_D7,171,N,7,Control,Actinobacillus,0.145165689,7_Control,1.451656893,14.51656893
307,SRD129_P152_N_D0,152,N,0,IAV,Weeksellaceae_unclassified,0.043003357,0_IAV,0.614333666,4.300335663
308,SRD129_P152_N_D1,152,N,1,IAV,Weeksellaceae_unclassified,0.006467342,1_IAV,0.092390595,0.646734162
309,SRD129_P152_N_D10,152,N,10,IAV,Weeksellaceae_unclassified,0.130251183,10_IAV,1.860731187,13.02511831
310,SRD129_P152_N_D14,152,N,14,IAV,Weeksellaceae_unclassified,0.031797989,14_IAV,0.454256989,3.179798924
311,SRD129_P152_N_D21,152,N,21,IAV,Weeksellaceae_unclassified,0.082205129,21_IAV,1.17435899,8.220512927
312,SRD129_P152_N_D3,152,N,3,IAV,Weeksellaceae_unclassified,0.151862875,3_IAV,2.169469645,15.18628752
313,SRD129_P152_N_D36,152,N,36,IAV,Weeksellaceae_unclassified,0.055471725,36_IAV,0.792453218,5.547172523
314,SRD129_P152_N_D42,152,N,42,IAV,Weeksellaceae_unclassified,0.024855893,42_IAV,0.355084186,2.485589305
315,SRD129_P152_N_D7,152,N,7,IAV,Weeksellaceae_unclassified,0.12686771,7_IAV,1.812395851,12.68677096
316,SRD129_P153_N_D0,153,N,0,IAV,Weeksellaceae_unclassified,0.149088818,0_IAV,2.129840262,14.90888183
317,SRD129_P153_N_D1,153,N,1,IAV,Weeksellaceae_unclassified,0.080995204,1_IAV,1.157074341,8.099520384
318,SRD129_P153_N_D10,153,N,10,IAV,Weeksellaceae_unclassified,0.168275168,10_IAV,2.403930973,16.82751681
319,SRD129_P153_N_D14,153,N,14,IAV,Weeksellaceae_unclassified,0.201464289,14_IAV,2.878061275,20.14642893
320,SRD129_P153_N_D21,153,N,21,IAV,Weeksellaceae_unclassified,0.178927195,21_IAV,2.556102779,17.89271945
321,SRD129_P153_N_D3,153,N,3,IAV,Weeksellaceae_unclassified,0.129078262,3_IAV,1.84397517,12.90782619
322,SRD129_P153_N_D36,153,N,36,IAV,Weeksellaceae_unclassified,0.188535348,36_IAV,2.693362117,18.85353482
323,SRD129_P153_N_D42,153,N,42,IAV,Weeksellaceae_unclassified,0.145089286,42_IAV,2.072704082,14.50892857
324,SRD129_P153_N_D7,153,N,7,IAV,Weeksellaceae_unclassified,0.219785588,7_IAV,3.139794108,21.97855876
325,SRD129_P154_N_D0,154,N,0,IAV,Weeksellaceae_unclassified,0.000230657,0_IAV,0.003295098,0.023065686
326,SRD129_P154_N_D1,154,N,1,IAV,Weeksellaceae_unclassified,0.000128733,1_IAV,0.001839047,0.012873326
327,SRD129_P154_N_D10,154,N,10,IAV,Weeksellaceae_unclassified,0.044298744,10_IAV,0.632839205,4.429874434
328,SRD129_P154_N_D14,154,N,14,IAV,Weeksellaceae_unclassified,0.078694371,14_IAV,1.124205303,7.869437122
329,SRD129_P154_N_D21,154,N,21,IAV,Weeksellaceae_unclassified,0.076001306,21_IAV,1.085732936,7.600130554
330,SRD129_P154_N_D3,154,N,3,IAV,Weeksellaceae_unclassified,0.000626148,3_IAV,0.008944971,0.062614794
331,SRD129_P154_N_D36,154,N,36,IAV,Weeksellaceae_unclassified,0.043085064,36_IAV,0.61550092,4.308506437
332,SRD129_P154_N_D42,154,N,42,IAV,Weeksellaceae_unclassified,0.017096948,42_IAV,0.244242115,1.709694802
333,SRD129_P154_N_D7,154,N,7,IAV,Weeksellaceae_unclassified,0.053957494,7_IAV,0.770821337,5.395749359
334,SRD129_P156_N_D0,156,N,0,IAV,Weeksellaceae_unclassified,0.000316397,0_IAV,0.004519961,0.031639729
335,SRD129_P156_N_D1,156,N,1,IAV,Weeksellaceae_unclassified,0.000259538,1_IAV,0.003707686,0.025953802
336,SRD129_P156_N_D10,156,N,10,IAV,Weeksellaceae_unclassified,0.005660502,10_IAV,0.080864308,0.566050155
337,SRD129_P156_N_D14,156,N,14,IAV,Weeksellaceae_unclassified,0.042564802,14_IAV,0.608068603,4.256480218
338,SRD129_P156_N_D21,156,N,21,IAV,Weeksellaceae_unclassified,0.019587033,21_IAV,0.279814753,1.958703274
339,SRD129_P156_N_D3,156,N,3,IAV,Weeksellaceae_unclassified,0.000373075,3_IAV,0.005329638,0.037307467
340,SRD129_P156_N_D36,156,N,36,IAV,Weeksellaceae_unclassified,0.113894038,36_IAV,1.627057686,11.3894038
341,SRD129_P156_N_D42,156,N,42,IAV,Weeksellaceae_unclassified,0.181551586,42_IAV,2.593594089,18.15515862
342,SRD129_P156_N_D7,156,N,7,IAV,Weeksellaceae_unclassified,0.00679263,7_IAV,0.097037566,0.679262961
343,SRD129_P157_N_D0,157,N,0,IAV,Weeksellaceae_unclassified,0.043048789,0_IAV,0.614982695,4.304878863
344,SRD129_P157_N_D1,157,N,1,IAV,Weeksellaceae_unclassified,0.055315067,1_IAV,0.790215245,5.531506715
345,SRD129_P157_N_D10,157,N,10,IAV,Weeksellaceae_unclassified,0.04698711,10_IAV,0.671244433,4.698711029
346,SRD129_P157_N_D14,157,N,14,IAV,Weeksellaceae_unclassified,0.027861572,14_IAV,0.398022457,2.786157198
347,SRD129_P157_N_D21,157,N,21,IAV,Weeksellaceae_unclassified,0.144585963,21_IAV,2.065513764,14.45859635
348,SRD129_P157_N_D3,157,N,3,IAV,Weeksellaceae_unclassified,0.017718082,3_IAV,0.253115464,1.771808245
349,SRD129_P157_N_D36,157,N,36,IAV,Weeksellaceae_unclassified,0.006616001,36_IAV,0.094514293,0.661600054
350,SRD129_P157_N_D42,157,N,42,IAV,Weeksellaceae_unclassified,0.050359712,42_IAV,0.71942446,5.035971223
351,SRD129_P157_N_D7,157,N,7,IAV,Weeksellaceae_unclassified,0.067038434,7_IAV,0.957691911,6.703843376
352,SRD129_P159_N_D0,159,N,0,IAV,Weeksellaceae_unclassified,0.144119883,0_IAV,2.058855477,14.41198834
353,SRD129_P159_N_D1,159,N,1,IAV,Weeksellaceae_unclassified,0.055804581,1_IAV,0.797208302,5.580458116
354,SRD129_P159_N_D10,159,N,10,IAV,Weeksellaceae_unclassified,0.107378235,10_IAV,1.533974786,10.7378235
355,SRD129_P159_N_D14,159,N,14,IAV,Weeksellaceae_unclassified,0.11468916,14_IAV,1.638416575,11.46891602
356,SRD129_P159_N_D21,159,N,21,IAV,Weeksellaceae_unclassified,0.131155534,21_IAV,1.873650484,13.11555339
357,SRD129_P159_N_D3,159,N,3,IAV,Weeksellaceae_unclassified,0.148105069,3_IAV,2.115786704,14.81050693
358,SRD129_P159_N_D36,159,N,36,IAV,Weeksellaceae_unclassified,0.13364911,36_IAV,1.909272993,13.36491095
359,SRD129_P159_N_D42,159,N,42,IAV,Weeksellaceae_unclassified,0.091432542,42_IAV,1.306179178,9.143254244
360,SRD129_P159_N_D7,159,N,7,IAV,Weeksellaceae_unclassified,0.104766279,7_IAV,1.496661126,10.47662788
361,SRD129_P160_N_D0,160,N,0,IAV,Weeksellaceae_unclassified,0.040699996,0_IAV,0.581428508,4.069999556
362,SRD129_P160_N_D1,160,N,1,IAV,Weeksellaceae_unclassified,0.08988616,1_IAV,1.284088,8.988616001
363,SRD129_P160_N_D10,160,N,10,IAV,Weeksellaceae_unclassified,0.138021978,10_IAV,1.971742543,13.8021978
364,SRD129_P160_N_D14,160,N,14,IAV,Weeksellaceae_unclassified,0.035864593,14_IAV,0.512351327,3.586459286
365,SRD129_P160_N_D21,160,N,21,IAV,Weeksellaceae_unclassified,0.104305473,21_IAV,1.49007818,10.43054726
366,SRD129_P160_N_D3,160,N,3,IAV,Weeksellaceae_unclassified,0.110460372,3_IAV,1.578005308,11.04603716
367,SRD129_P160_N_D36,160,N,36,IAV,Weeksellaceae_unclassified,0.05652438,36_IAV,0.807491138,5.652437966
368,SRD129_P160_N_D42,160,N,42,IAV,Weeksellaceae_unclassified,0.014222222,42_IAV,0.203174603,1.422222222
369,SRD129_P160_N_D7,160,N,7,IAV,Weeksellaceae_unclassified,0.099540639,7_IAV,1.422009124,9.954063866
370,SRD129_P162_N_D0,162,N,0,Control,Weeksellaceae_unclassified,0.012051484,0_Control,0.120514844,1.205148443
371,SRD129_P162_N_D1,162,N,1,Control,Weeksellaceae_unclassified,0.00524866,1_Control,0.052486599,0.524865992
372,SRD129_P162_N_D10,162,N,10,Control,Weeksellaceae_unclassified,0.01487934,10_Control,0.148793398,1.487933981
373,SRD129_P162_N_D14,162,N,14,Control,Weeksellaceae_unclassified,0.048094186,14_Control,0.480941859,4.809418589
374,SRD129_P162_N_D21,162,N,21,Control,Weeksellaceae_unclassified,0.039924071,21_Control,0.399240708,3.992407079
375,SRD129_P162_N_D3,162,N,3,Control,Weeksellaceae_unclassified,0.00771412,3_Control,0.077141197,0.771411966
376,SRD129_P162_N_D36,162,N,36,Control,Weeksellaceae_unclassified,0.022729343,36_Control,0.227293432,2.272934317
377,SRD129_P162_N_D42,162,N,42,Control,Weeksellaceae_unclassified,0.045036876,42_Control,0.450368758,4.503687583
378,SRD129_P162_N_D7,162,N,7,Control,Weeksellaceae_unclassified,0.047000163,7_Control,0.470001635,4.700016348
379,SRD129_P163_N_D0,163,N,0,Control,Weeksellaceae_unclassified,0.012025351,0_Control,0.120253507,1.202535074
380,SRD129_P163_N_D1,163,N,1,Control,Weeksellaceae_unclassified,0.017132959,1_Control,0.171329593,1.71329593
381,SRD129_P163_N_D10,163,N,10,Control,Weeksellaceae_unclassified,0.015824971,10_Control,0.158249712,1.582497121
382,SRD129_P163_N_D14,163,N,14,Control,Weeksellaceae_unclassified,0.047321817,14_Control,0.473218174,4.732181739
383,SRD129_P163_N_D21,163,N,21,Control,Weeksellaceae_unclassified,0.076708413,21_Control,0.767084127,7.670841274
384,SRD129_P163_N_D3,163,N,3,Control,Weeksellaceae_unclassified,0.007844622,3_Control,0.078446224,0.784462238
385,SRD129_P163_N_D36,163,N,36,Control,Weeksellaceae_unclassified,0.13098563,36_Control,1.309856304,13.09856304
386,SRD129_P163_N_D42,163,N,42,Control,Weeksellaceae_unclassified,0.079698858,42_Control,0.796988577,7.969885774
387,SRD129_P163_N_D7,163,N,7,Control,Weeksellaceae_unclassified,0.018536057,7_Control,0.185360574,1.853605737
388,SRD129_P164_N_D0,164,N,0,Control,Weeksellaceae_unclassified,0.132284724,0_Control,1.322847241,13.22847241
389,SRD129_P164_N_D1,164,N,1,Control,Weeksellaceae_unclassified,0.166550211,1_Control,1.66550211,16.6550211
390,SRD129_P164_N_D10,164,N,10,Control,Weeksellaceae_unclassified,0.139684395,10_Control,1.396843951,13.96843951
391,SRD129_P164_N_D14,164,N,14,Control,Weeksellaceae_unclassified,0.096443259,14_Control,0.964432594,9.644325937
392,SRD129_P164_N_D21,164,N,21,Control,Weeksellaceae_unclassified,0.083164511,21_Control,0.831645109,8.316451093
393,SRD129_P164_N_D3,164,N,3,Control,Weeksellaceae_unclassified,0.065211557,3_Control,0.652115574,6.521155738
394,SRD129_P164_N_D36,164,N,36,Control,Weeksellaceae_unclassified,0.209548756,36_Control,2.095487558,20.95487558
395,SRD129_P164_N_D42,164,N,42,Control,Weeksellaceae_unclassified,0.090551724,42_Control,0.905517241,9.055172414
396,SRD129_P164_N_D7,164,N,7,Control,Weeksellaceae_unclassified,0.042299866,7_Control,0.422998658,4.229986578
397,SRD129_P165_N_D0,165,N,0,Control,Weeksellaceae_unclassified,0.174943188,0_Control,1.749431882,17.49431882
398,SRD129_P165_N_D1,165,N,1,Control,Weeksellaceae_unclassified,0.099837944,1_Control,0.998379442,9.983794421
399,SRD129_P165_N_D10,165,N,10,Control,Weeksellaceae_unclassified,0.050274319,10_Control,0.502743195,5.027431948
400,SRD129_P165_N_D14,165,N,14,Control,Weeksellaceae_unclassified,0.122166532,14_Control,1.221665319,12.21665319
401,SRD129_P165_N_D21,165,N,21,Control,Weeksellaceae_unclassified,0.117669998,21_Control,1.176699976,11.76699976
402,SRD129_P165_N_D3,165,N,3,Control,Weeksellaceae_unclassified,0.183623616,3_Control,1.83623616,18.3623616
403,SRD129_P165_N_D36,165,N,36,Control,Weeksellaceae_unclassified,0.267430785,36_Control,2.674307849,26.74307849
404,SRD129_P165_N_D42,165,N,42,Control,Weeksellaceae_unclassified,0.058203382,42_Control,0.582033824,5.820338239
405,SRD129_P165_N_D7,165,N,7,Control,Weeksellaceae_unclassified,0.051254364,7_Control,0.512543642,5.125436418
406,SRD129_P166_N_D0,166,N,0,Control,Weeksellaceae_unclassified,0.148682989,0_Control,1.486829888,14.86829888
407,SRD129_P166_N_D1,166,N,1,Control,Weeksellaceae_unclassified,0.093279518,1_Control,0.932795182,9.327951823
408,SRD129_P166_N_D10,166,N,10,Control,Weeksellaceae_unclassified,0.143173938,10_Control,1.431739383,14.31739383
409,SRD129_P166_N_D14,166,N,14,Control,Weeksellaceae_unclassified,0.185416371,14_Control,1.854163711,18.54163711
410,SRD129_P166_N_D21,166,N,21,Control,Weeksellaceae_unclassified,0.199421501,21_Control,1.994215009,19.94215009
411,SRD129_P166_N_D3,166,N,3,Control,Weeksellaceae_unclassified,0.111279274,3_Control,1.112792735,11.12792735
412,SRD129_P166_N_D36,166,N,36,Control,Weeksellaceae_unclassified,0.193454432,36_Control,1.934544316,19.34544316
413,SRD129_P166_N_D42,166,N,42,Control,Weeksellaceae_unclassified,0.066115108,42_Control,0.661151079,6.611510791
414,SRD129_P166_N_D7,166,N,7,Control,Weeksellaceae_unclassified,0.178492728,7_Control,1.784927281,17.84927281
415,SRD129_P167_N_D0,167,N,0,Control,Weeksellaceae_unclassified,0.150586701,0_Control,1.505867014,15.05867014
416,SRD129_P167_N_D1,167,N,1,Control,Weeksellaceae_unclassified,0.158671011,1_Control,1.586710111,15.86710111
417,SRD129_P167_N_D10,167,N,10,Control,Weeksellaceae_unclassified,0.130807692,10_Control,1.308076918,13.08076918
418,SRD129_P167_N_D14,167,N,14,Control,Weeksellaceae_unclassified,0.17422596,14_Control,1.742259603,17.42259603
419,SRD129_P167_N_D21,167,N,21,Control,Weeksellaceae_unclassified,0.144043026,21_Control,1.440430258,14.40430258
420,SRD129_P167_N_D3,167,N,3,Control,Weeksellaceae_unclassified,0.147675335,3_Control,1.476753349,14.76753349
421,SRD129_P167_N_D36,167,N,36,Control,Weeksellaceae_unclassified,0.202793014,36_Control,2.027930143,20.27930143
422,SRD129_P167_N_D42,167,N,42,Control,Weeksellaceae_unclassified,0.126578232,42_Control,1.265782324,12.65782324
423,SRD129_P167_N_D7,167,N,7,Control,Weeksellaceae_unclassified,0.141316974,7_Control,1.41316974,14.1316974
424,SRD129_P168_N_D0,168,N,0,Control,Weeksellaceae_unclassified,0.000203244,0_Control,0.002032438,0.020324377
425,SRD129_P168_N_D1,168,N,1,Control,Weeksellaceae_unclassified,0.000100052,1_Control,0.00100052,0.010005203
426,SRD129_P168_N_D10,168,N,10,Control,Weeksellaceae_unclassified,0.031474714,10_Control,0.314747141,3.147471413
427,SRD129_P168_N_D14,168,N,14,Control,Weeksellaceae_unclassified,0.02669912,14_Control,0.2669912,2.669912001
428,SRD129_P168_N_D21,168,N,21,Control,Weeksellaceae_unclassified,0.020915193,21_Control,0.209151932,2.091519319
429,SRD129_P168_N_D3,168,N,3,Control,Weeksellaceae_unclassified,0.005659496,3_Control,0.056594961,0.565949614
430,SRD129_P168_N_D36,168,N,36,Control,Weeksellaceae_unclassified,0.003992261,36_Control,0.039922612,0.399226116
431,SRD129_P168_N_D42,168,N,42,Control,Weeksellaceae_unclassified,0.014636076,42_Control,0.146360759,1.463607595
432,SRD129_P168_N_D7,168,N,7,Control,Weeksellaceae_unclassified,0.050730272,7_Control,0.507302716,5.073027156
433,SRD129_P169_N_D0,169,N,0,Control,Weeksellaceae_unclassified,0.168753785,0_Control,1.687537855,16.87537855
434,SRD129_P169_N_D1,169,N,1,Control,Weeksellaceae_unclassified,0.152028533,1_Control,1.520285332,15.20285332
435,SRD129_P169_N_D10,169,N,10,Control,Weeksellaceae_unclassified,0.136354061,10_Control,1.363540609,13.63540609
436,SRD129_P169_N_D14,169,N,14,Control,Weeksellaceae_unclassified,0.238852599,14_Control,2.388525987,23.88525987
437,SRD129_P169_N_D21,169,N,21,Control,Weeksellaceae_unclassified,0.191971372,21_Control,1.919713717,19.19713717
438,SRD129_P169_N_D3,169,N,3,Control,Weeksellaceae_unclassified,0.085475085,3_Control,0.85475085,8.5475085
439,SRD129_P169_N_D36,169,N,36,Control,Weeksellaceae_unclassified,0.086525942,36_Control,0.86525942,8.6525942
440,SRD129_P169_N_D42,169,N,42,Control,Weeksellaceae_unclassified,0.107966457,42_Control,1.07966457,10.7966457
441,SRD129_P169_N_D7,169,N,7,Control,Weeksellaceae_unclassified,0.228071259,7_Control,2.280712588,22.80712588
442,SRD129_P170_N_D0,170,N,0,Control,Weeksellaceae_unclassified,0.050872023,0_Control,0.508720228,5.08720228
443,SRD129_P170_N_D1,170,N,1,Control,Weeksellaceae_unclassified,0.065785087,1_Control,0.657850872,6.578508723
444,SRD129_P170_N_D10,170,N,10,Control,Weeksellaceae_unclassified,0.091862239,10_Control,0.918622387,9.186223869
445,SRD129_P170_N_D14,170,N,14,Control,Weeksellaceae_unclassified,0.114882898,14_Control,1.14882898,11.4882898
446,SRD129_P170_N_D21,170,N,21,Control,Weeksellaceae_unclassified,0.163802804,21_Control,1.638028041,16.38028041
447,SRD129_P170_N_D3,170,N,3,Control,Weeksellaceae_unclassified,0.019038523,3_Control,0.190385228,1.903852276
448,SRD129_P170_N_D36,170,N,36,Control,Weeksellaceae_unclassified,0.117224565,36_Control,1.172245651,11.72245651
449,SRD129_P170_N_D42,170,N,42,Control,Weeksellaceae_unclassified,0.003604812,42_Control,0.03604812,0.3604812
450,SRD129_P170_N_D7,170,N,7,Control,Weeksellaceae_unclassified,0.090303876,7_Control,0.903038763,9.03038763
451,SRD129_P171_N_D0,171,N,0,Control,Weeksellaceae_unclassified,0.166771793,0_Control,1.667717926,16.67717926
452,SRD129_P171_N_D1,171,N,1,Control,Weeksellaceae_unclassified,0.135354208,1_Control,1.353542083,13.53542083
453,SRD129_P171_N_D10,171,N,10,Control,Weeksellaceae_unclassified,0.135629832,10_Control,1.356298317,13.56298317
454,SRD129_P171_N_D14,171,N,14,Control,Weeksellaceae_unclassified,0.105152884,14_Control,1.051528842,10.51528842
