"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Kingdom","Phylum","Class","Order","Family","Genus","newp","Treatment","OTU","comp","Family_Genus"
"Otu0008",298.235370730527,-1.23379692691964,0.18488182805895,-6.67343534988332,2.49883691620691e-11,5.7473249072759e-10,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9","0.0e+00","Control","Otu0008","D0_IAVvsControl","Prevotellaceae Prevotella_9"
"Otu0013",88.9193133351878,0.813554808536373,0.228994932024696,3.55271971018396,0.000381270476452026,0.00212587174749008,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Megasphaera","2.0e-03","IAV","Otu0013","D0_IAVvsControl","Veillonellaceae Megasphaera"
"Otu0014",294.74673963322,-0.925175692655302,0.215650968333031,-4.29015320360884,1.78549902341276e-05,0.000131412728123179,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","0.0e+00","Control","Otu0014","D0_IAVvsControl","Lactobacillaceae Lactobacillus"
"Otu0016",222.264476516419,0.65336588667844,0.251753461656952,2.59526078560437,0.00945191723212878,0.0310562994769946,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Weissella","3.1e-02","IAV","Otu0016","D0_IAVvsControl","Leuconostocaceae Weissella"
"Otu0017",344.279696161812,0.695331588822713,0.219834569044526,3.16297655935031,0.00156164905273525,0.00686902429464769,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto_1","7.0e-03","IAV","Otu0017","D0_IAVvsControl","Clostridiaceae_1 Clostridium_sensu_stricto_1"
"Otu0018",73.7521231977047,0.83411096588182,0.265399477376532,3.1428508229443,0.00167311084421251,0.00686902429464769,"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Terrisporobacter","7.0e-03","IAV","Otu0018","D0_IAVvsControl","Peptostreptococcaceae Terrisporobacter"
"Otu0023",139.401120982304,1.19488847478981,0.199528447556537,5.98856197911948,2.11704463679879e-09,2.99643240900751e-08,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","0.0e+00","IAV","Otu0023","D0_IAVvsControl","Lachnospiraceae Blautia"
"Otu0025",7.72867688647854,-5.64619733546957,0.913392340338254,-6.18156851783827,6.34678021786308e-10,1.16780756008681e-08,"Bacteria","Synergistetes","Synergistia","Synergistales","Synergistaceae","Cloacibacillus","0.0e+00","Control","Otu0025","D0_IAVvsControl","Synergistaceae Cloacibacillus"
"Otu0029",10.4948820139689,-3.2521400838827,0.774289470546452,-4.20016054407599,2.66725784904951e-05,0.000188759786240427,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium","0.0e+00","Control","Otu0029","D0_IAVvsControl","Weeksellaceae Chryseobacterium"
"Otu0030",36.9064158236719,-3.07574033608405,0.455093216987632,-6.75848424294937,1.39442811224202e-11,4.27624621087552e-10,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","0.0e+00","Control","Otu0030","D0_IAVvsControl","Streptococcaceae Lactococcus"
"Otu0031",81.3241298635414,2.26968541924958,0.716848337234293,3.16620029838719,0.00154444405779341,0.00686902429464769,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Escherichia-Shigella","7.0e-03","IAV","Otu0031","D0_IAVvsControl","Enterobacteriaceae Escherichia-Shigella"
"Otu0032",44.073730851174,0.798009037754216,0.225168771340462,3.54404846197611,0.00039403281046786,0.0021324128566496,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Veillonellaceae_unclassified","2.0e-03","IAV","Otu0032","D0_IAVvsControl","Veillonellaceae Veillonellaceae_unclassified"
"Otu0033",43.2073029056104,-1.07759676927588,0.282371785205638,-3.8162338651899,0.000135504079973267,0.000804282281131651,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Agathobacter","1.0e-03","Control","Otu0033","D0_IAVvsControl","Lachnospiraceae Agathobacter"
"Otu0035",21.9215431857619,-1.7041431972353,0.444282320939392,-3.83572138011716,0.000125196275432155,0.000767870489317216,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","1.0e-03","Control","Otu0035","D0_IAVvsControl","Moraxellaceae Acinetobacter"
"Otu0036",20.5626028122121,-7.25201207172897,0.851766538399689,-8.51408425289182,1.67911904869946e-17,1.02985968320234e-15,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Empedobacter","0.0e+00","Control","Otu0036","D0_IAVvsControl","Weeksellaceae Empedobacter"
"Otu0037",3.27931386778743,-2.55014889150268,0.973564028260366,-2.61939514759955,0.00880858472599747,0.0294687198106097,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Enhydrobacter","2.9e-02","Control","Otu0037","D0_IAVvsControl","Moraxellaceae Enhydrobacter"
"Otu0038",96.465535959744,-0.861458938645886,0.215022463113511,-4.00636717751261,6.16597726963599e-05,0.000391220626763111,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-002","0.0e+00","Control","Otu0038","D0_IAVvsControl","Ruminococcaceae Ruminococcaceae_UCG-002"
"Otu0042",64.1089697644444,-0.717308833689412,0.255724228265855,-2.80500928110608,0.00503151309438242,0.0182951757337109,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","uncultured","1.8e-02","Control","Otu0042","D0_IAVvsControl","Prevotellaceae uncultured"
"Otu0043",8.02530272046711,1.0469080131016,0.358086725417749,2.92361581368385,0.00345991488993739,0.0138396595597496,"Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Succinivibrionaceae","Succinivibrio","1.4e-02","IAV","Otu0043","D0_IAVvsControl","Succinivibrionaceae Succinivibrio"
"Otu0053",11.0797731477381,-2.64426397811931,0.577235261354804,-4.58091207372375,4.62952464564137e-06,4.05634540380005e-05,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Olsenella","0.0e+00","Control","Otu0053","D0_IAVvsControl","Atopobiaceae Olsenella"
"Otu0063",20.7092139662631,-0.862891488548741,0.265121875826683,-3.25469743248511,0.00113513229522233,0.0053554959569464,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Anaerovibrio","5.0e-03","Control","Otu0063","D0_IAVvsControl","Veillonellaceae Anaerovibrio"
"Otu0064",27.6287674168414,-6.56743986446621,0.75651768302159,-8.68114521558221,3.91803522254255e-18,7.15630215851097e-16,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc","0.0e+00","Control","Otu0064","D0_IAVvsControl","Leuconostocaceae Leuconostoc"
"Otu0070",14.539481813027,0.913827663207534,0.318856818189229,2.86594989060329,0.00415760049739889,0.0162765636493914,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Pediococcus","1.6e-02","IAV","Otu0070","D0_IAVvsControl","Lactobacillaceae Pediococcus"
"Otu0073",36.7141541205648,-3.25399969204369,0.524141573075179,-6.20824574733162,5.35793203401069e-10,1.09539943806441e-08,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_UCG-001","0.0e+00","Control","Otu0073","D0_IAVvsControl","Prevotellaceae Prevotellaceae_UCG-001"
"Otu0075",31.6133459387612,1.12481426017408,0.357342116806874,3.14772372824441,0.00164547131317902,0.00686902429464769,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto_6","7.0e-03","IAV","Otu0075","D0_IAVvsControl","Clostridiaceae_1 Clostridium_sensu_stricto_6"
"Otu0076",12.4390133851373,1.3211533909222,0.29029231575266,4.55111389186019,5.33626510839075e-06,4.46305809065408e-05,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_AC2044_group","0.0e+00","IAV","Otu0076","D0_IAVvsControl","Lachnospiraceae Lachnospiraceae_AC2044_group"
"Otu0087",37.2859456593814,-0.692459091329906,0.263769105457499,-2.62524714609339,0.00865860930227299,0.0294687198106097,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae_ge","2.9e-02","Control","Otu0087","D0_IAVvsControl","Muribaculaceae Muribaculaceae_ge"
"Otu0091",5.94779558939363,-1.41835985018489,0.449162401739587,-3.15778846290704,0.0015897086873812,0.00686902429464769,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_XPB1014_group","7.0e-03","Control","Otu0091","D0_IAVvsControl","Lachnospiraceae Lachnospiraceae_XPB1014_group"
"Otu0092",38.1746167108407,-0.88079651547698,0.314138069572025,-2.80385155698244,0.00504961478680031,0.0182951757337109,"Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI","Anaerococcus","1.8e-02","Control","Otu0092","D0_IAVvsControl","Family_XI Anaerococcus"
"Otu0094",78.8096186241839,3.92606799414943,0.805087668132479,4.87657201762453,1.07945289102036e-06,1.06683203727763e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Pasteurellaceae_unclassified","0.0e+00","IAV","Otu0094","D0_IAVvsControl","Pasteurellaceae Pasteurellaceae_unclassified"
"Otu0101",37.5054558472758,-2.13299293437949,0.356016495815383,-5.99127557135887,2.08201498050181e-09,2.99643240900751e-08,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae_RC9_gut_group","0.0e+00","Control","Otu0101","D0_IAVvsControl","Rikenellaceae Rikenellaceae_RC9_gut_group"
"Otu0106",30.9116668406552,-1.33851121643833,0.221790643032574,-6.03502112684596,1.58941891626923e-09,2.65866436903217e-08,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_NK4A214_group","0.0e+00","Control","Otu0106","D0_IAVvsControl","Ruminococcaceae Ruminococcaceae_NK4A214_group"
"Otu0108",8.38210551446985,1.09956887188513,0.441025624099423,2.49320858426413,0.0126594453958494,0.0393390768040737,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_7","3.9e-02","IAV","Otu0108","D0_IAVvsControl","Prevotellaceae Prevotella_7"
"Otu0111",8.0538903998619,1.28078875222169,0.46801905248186,2.7366166941918,0.00620745744457578,0.0219648494192681,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","uncultured","2.2e-02","IAV","Otu0111","D0_IAVvsControl","Atopobiaceae uncultured"
"Otu0128",7.64477336002785,-5.50865318269044,0.949864968243918,-5.79940661763184,6.65499851458428e-09,8.74656947631077e-08,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Dialister","0.0e+00","Control","Otu0128","D0_IAVvsControl","Veillonellaceae Dialister"
"Otu0131",12.1121065316967,1.40362317671123,0.347388281953611,4.040502370482,5.33368259124694e-05,0.000350499141710513,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira","0.0e+00","IAV","Otu0131","D0_IAVvsControl","Ruminococcaceae Oscillospira"
"Otu0134",4.62954040930279,2.71126039060693,0.530915485264334,5.1067645714968,3.27721640956784e-07,3.54710481976754e-06,"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Intestinibacter","0.0e+00","IAV","Otu0134","D0_IAVvsControl","Peptostreptococcaceae Intestinibacter"
"Otu0147",73.8458979394221,-1.68370064921467,0.325440204976085,-5.17360984743233,2.29614028062225e-07,2.64056132271559e-06,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidales_unclassified","Bacteroidales_unclassified","0.0e+00","Control","Otu0147","D0_IAVvsControl","Bacteroidales_unclassified Bacteroidales_unclassified"
"Otu0150",19.3300209458864,1.71484908727537,0.356797246328148,4.80622848108591,1.53804120445268e-06,1.41499790809646e-05,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Erysipelotrichaceae_unclassified","0.0e+00","IAV","Otu0150","D0_IAVvsControl","Erysipelotrichaceae Erysipelotrichaceae_unclassified"
"Otu0162",8.12291053769475,2.16865769562556,0.4129272629315,5.25191211699024,1.50528285531531e-07,1.84648030252011e-06,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_ND3007_group","0.0e+00","IAV","Otu0162","D0_IAVvsControl","Lachnospiraceae Lachnospiraceae_ND3007_group"
"Otu0168",9.52042214427878,1.59865718784815,0.457853614596271,3.49163386917416,0.000480075824404693,0.0025238271911561,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Marvinbryantia","3.0e-03","IAV","Otu0168","D0_IAVvsControl","Lachnospiraceae Marvinbryantia"
"Otu0181",3.9532530627157,1.98323632193127,0.457913084283823,4.33103221986561,1.48411960827173e-05,0.000113782503300832,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Intestinimonas","0.0e+00","IAV","Otu0181","D0_IAVvsControl","Ruminococcaceae Intestinimonas"
"Otu0189",2.70079267071315,-3.01384097278514,0.817719423727898,-3.68566636101825,0.000228105020186996,0.00131160386607523,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","dgA-11_gut_group","1.0e-03","Control","Otu0189","D0_IAVvsControl","Rikenellaceae dgA-11_gut_group"
"Otu0193",9.74825557358066,1.41799348153221,0.411794896280326,3.44344598328126,0.000574351315101855,0.00293557338829837,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Atopobiaceae_ge","3.0e-03","IAV","Otu0193","D0_IAVvsControl","Atopobiaceae Atopobiaceae_ge"
"Otu0197",47.8984144679252,4.17642464442572,0.584684873277173,7.1430352234303,9.12922198551935e-13,3.35955369067112e-11,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Trueperella","0.0e+00","IAV","Otu0197","D0_IAVvsControl","Actinomycetaceae Trueperella"
"Otu0212",17.7884019671823,-4.59511345128617,0.560050334909228,-8.2048222541121,2.309322872026e-16,1.06228852113196e-14,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Fournierella","0.0e+00","Control","Otu0212","D0_IAVvsControl","Ruminococcaceae Fournierella"
"Otu0228",8.06422120548793,2.28937066888397,0.514739341752842,4.44763103027636,8.68224979661788e-06,6.9457998372943e-05,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Fusicatenibacter","0.0e+00","IAV","Otu0228","D0_IAVvsControl","Lachnospiraceae Fusicatenibacter"
"Otu0242",7.9207782114257,5.27875957877432,0.613608571043972,8.60281265268708,7.77858930272932e-18,7.15630215851097e-16,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidales_RF16_group","Bacteroidales_RF16_group_ge","0.0e+00","IAV","Otu0242","D0_IAVvsControl","Bacteroidales_RF16_group Bacteroidales_RF16_group_ge"
"Otu0265",10.4073760957282,1.62012556661742,0.568651411929503,2.84906628670829,0.00438477438701921,0.016808301816907,"Bacteria","Firmicutes","Bacilli","Bacillales","Family_XI","Gemella","1.7e-02","IAV","Otu0265","D0_IAVvsControl","Family_XI Gemella"
"Otu0268",13.3508923140536,2.80044635916473,0.843541868240863,3.31986646377711,0.000900605158178226,0.00436082497644193,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinotignum","4.0e-03","IAV","Otu0268","D0_IAVvsControl","Actinomycetaceae Actinotignum"
"Otu0284",4.50441575230432,2.68208197279541,0.55044629191571,4.87255888937138,1.10162003849321e-06,1.06683203727763e-05,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Schwartzia","0.0e+00","IAV","Otu0284","D0_IAVvsControl","Veillonellaceae Schwartzia"
"Otu0304",2.97340795923327,-1.81631409465961,0.648106761380544,-2.80249212458554,0.00507094544793074,0.0182951757337109,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","1.8e-02","Control","Otu0304","D0_IAVvsControl","Desulfovibrionaceae Desulfovibrio"
"Otu0360",18.1918987165053,-1.48610913654921,0.363063261275501,-4.09325121833663,4.25366427841607e-05,0.000289879343417984,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_unclassified","Clostridiales_unclassified","0.0e+00","Control","Otu0360","D0_IAVvsControl","Clostridiales_unclassified Clostridiales_unclassified"
"Otu0396",2.25531152707282,-3.56503192267523,1.04640478317741,-3.40693389402331,0.000656970366670879,0.00326709587749842,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","3.0e-03","Control","Otu0396","D0_IAVvsControl","Helicobacteraceae Helicobacter"
"Otu0427",4.18428095389272,-1.20000152071429,0.449916906189854,-2.66716254536103,0.00764946655160526,0.0265566385942522,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","uncultured","2.7e-02","Control","Otu0427","D0_IAVvsControl","Erysipelotrichaceae uncultured"
"Otu0456",0.977054655685616,-3.27164676766765,1.31470102740528,-2.4885100866808,0.0128279598274153,0.0393390768040737,"Bacteria","Synergistetes","Synergistia","Synergistales","Synergistaceae","Pyramidobacter","3.9e-02","Control","Otu0456","D0_IAVvsControl","Synergistaceae Pyramidobacter"
"Otu0465",6.72484501500565,-6.00096343933684,0.897863245181073,-6.68360518324438,2.33134385707281e-11,5.7473249072759e-10,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","F082","F082_ge","0.0e+00","Control","Otu0465","D0_IAVvsControl","F082 F082_ge"
"Otu0495",3.49281616812682,-1.80569046812635,0.574756630796701,-3.14166095939317,0.00167992441988666,0.00686902429464769,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-004","7.0e-03","Control","Otu0495","D0_IAVvsControl","Ruminococcaceae Ruminococcaceae_UCG-004"
"Otu0739",1.29282015106317,-2.61552376979634,1.03468480940971,-2.52784591598335,0.011476470679962,0.0370468527212807,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Hydrogenoanaerobacterium","3.7e-02","Control","Otu0739","D0_IAVvsControl","Ruminococcaceae Hydrogenoanaerobacterium"
"Otu0967",1.20195372902354,3.896782140295,1.55018272474699,2.51375665467502,0.0119452825465258,0.0378953791131164,"Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Herpetosiphonaceae","Herpetosiphon","3.8e-02","IAV","Otu0967","D0_IAVvsControl","Herpetosiphonaceae Herpetosiphon"
"Otu0015",64.3574711140759,0.81910893928876,0.199347129925295,4.10895777428909,3.97448731284587e-05,0.000305240625626563,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Acidaminococcaceae","Phascolarctobacterium","0.0e+00","IAV","Otu0015","D1_IAVvsControl","Acidaminococcaceae Phascolarctobacterium"
"Otu00161",106.919299493836,-1.14749538581581,0.145327439538677,-7.89593066153494,2.8815686181827e-15,7.90373106701542e-14,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Weissella","0.0e+00","Control","Otu0016","D1_IAVvsControl","Leuconostocaceae Weissella"
"Otu00181",55.7401270981815,-0.559896844895539,0.179998088096409,-3.11057106670851,0.00186725957796974,0.00814804179477706,"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Terrisporobacter","8.0e-03","Control","Otu0018","D1_IAVvsControl","Peptostreptococcaceae Terrisporobacter"
"Otu0022",126.087902229446,-1.29939217605194,0.430457810814701,-3.01862840772401,0.00253921769051464,0.0103729743952939,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Rothia","1.0e-02","Control","Otu0022","D1_IAVvsControl","Micrococcaceae Rothia"
"Otu00291",27.5988665005747,-3.98791791080223,0.724715467880163,-5.50273602199652,3.73942116175226e-08,5.98307385880361e-07,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium","0.0e+00","Control","Otu0029","D1_IAVvsControl","Weeksellaceae Chryseobacterium"
"Otu00301",120.987491077802,-5.50477988975901,0.335255622942154,-16.4196497032619,1.38363198814202e-60,2.65657341723267e-58,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","0.0e+00","Control","Otu0030","D1_IAVvsControl","Streptococcaceae Lactococcus"
"Otu00311",120.079339423034,3.61740703074588,0.724113626371223,4.99563452337435,5.86426281743277e-07,7.50625640631395e-06,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Escherichia-Shigella","0.0e+00","IAV","Otu0031","D1_IAVvsControl","Enterobacteriaceae Escherichia-Shigella"
"Otu00321",43.958871453793,0.946864624016352,0.155519549640746,6.0883961289988,1.14047407588012e-09,2.73713778211229e-08,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Veillonellaceae_unclassified","0.0e+00","IAV","Otu0032","D1_IAVvsControl","Veillonellaceae Veillonellaceae_unclassified"
"Otu0034",26.0926996837157,-0.804131848410718,0.316687040653203,-2.5392003624528,0.0111106172778224,0.0361565850396932,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Turicibacter","3.6e-02","Control","Otu0034","D1_IAVvsControl","Erysipelotrichaceae Turicibacter"
"Otu00351",100.072144978889,-3.68832939743706,0.260352327814274,-14.1666849242392,1.47291258791091e-45,1.41399608439447e-43,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","0.0e+00","Control","Otu0035","D1_IAVvsControl","Moraxellaceae Acinetobacter"
"Otu00361",61.1527523335131,-9.03135601754812,0.664899596584285,-13.5830372945688,5.04885350807688e-42,3.2312662451692e-40,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Empedobacter","0.0e+00","Control","Otu0036","D1_IAVvsControl","Weeksellaceae Empedobacter"
"Otu00381",78.4561616735365,0.797464882621781,0.140233915901549,5.68667627581363,1.29535670886529e-08,2.76342764557928e-07,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-002","0.0e+00","IAV","Otu0038","D1_IAVvsControl","Ruminococcaceae Ruminococcaceae_UCG-002"
"Otu0040",39.236915704241,-0.737242208114369,0.190776634861538,-3.86442610568871,0.000111350692206269,0.000763547603700133,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","1.0e-03","Control","Otu0040","D1_IAVvsControl","Coriobacteriaceae Collinsella"
"Otu00421",31.7121783668115,-1.31935158570383,0.299247458992964,-4.40889820800401,1.03897841545243e-05,8.31182732361942e-05,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","uncultured","0.0e+00","Control","Otu0042","D1_IAVvsControl","Prevotellaceae uncultured"
"Otu00431",8.89022543199874,1.03121439831662,0.34558570170966,2.98396141164134,0.00284542654597184,0.0113817061838874,"Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Succinivibrionaceae","Succinivibrio","1.1e-02","IAV","Otu0043","D1_IAVvsControl","Succinivibrionaceae Succinivibrio"
"Otu0045",3.51959607162626,-3.12345962545705,0.618864228873139,-5.04708380244308,4.48604614260826e-07,6.1522918527199e-06,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Acidaminococcaceae","Succiniclasticum","0.0e+00","Control","Otu0045","D1_IAVvsControl","Acidaminococcaceae Succiniclasticum"
"Otu0052",31.2727783786649,0.602143828072846,0.190260161279843,3.16484451617376,0.0015516584440867,0.00726630295767428,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella","7.0e-03","IAV","Otu0052","D1_IAVvsControl","Prevotellaceae Alloprevotella"
"Otu00531",25.1647610985994,-4.02855257886483,0.308273349200569,-13.0681182441229,5.00892950510092e-39,2.40428616244844e-37,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Olsenella","0.0e+00","Control","Otu0053","D1_IAVvsControl","Atopobiaceae Olsenella"
"Otu0055",16.2555105222714,-2.49635016103236,0.786195463104545,-3.17522839825954,0.00149718606238998,0.0071864930994719,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Enterobacteriaceae_unclassified","7.0e-03","Control","Otu0055","D1_IAVvsControl","Enterobacteriaceae Enterobacteriaceae_unclassified"
"Otu0057",35.958227322922,0.816528920159554,0.333142747023251,2.45098813483268,0.0142464649319437,0.0441180849505354,"Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema_2","4.4e-02","IAV","Otu0057","D1_IAVvsControl","Spirochaetaceae Treponema_2"
"Otu0059",26.0219209161939,0.804909078096018,0.316456200666479,2.54350863216085,0.0109745345258613,0.0361565850396932,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_UCG-003","3.6e-02","IAV","Otu0059","D1_IAVvsControl","Prevotellaceae Prevotellaceae_UCG-003"
"Otu0060",21.6837832369082,0.741518693489858,0.255154226175271,2.90615877543997,0.00365895732595187,0.0137748981682894,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005","1.4e-02","IAV","Otu0060","D1_IAVvsControl","Ruminococcaceae Ruminococcaceae_UCG-005"
"Otu00641",23.5496120775205,-7.37561656935969,0.660757785959125,-11.1623604384072,6.23147354333611e-29,2.39288584064107e-27,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc","0.0e+00","Control","Otu0064","D1_IAVvsControl","Leuconostocaceae Leuconostoc"
"Otu0072",9.24248747092079,-2.41969015029648,0.435956992885738,-5.55029553323548,2.85187081148502e-08,4.97781087095567e-07,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","0.0e+00","Control","Otu0072","D1_IAVvsControl","Enterococcaceae Enterococcus"
"Otu00751",26.3576926394584,0.82529557229966,0.2861651209016,2.88398379823321,0.00392678955580887,0.0144989152829866,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto_6","1.4e-02","IAV","Otu0075","D1_IAVvsControl","Clostridiaceae_1 Clostridium_sensu_stricto_6"
"Otu0077",21.782368407001,-1.07857768272667,0.36462477553966,-2.95804825969473,0.00309593650231947,0.0121310164988845,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Bergeyella","1.2e-02","Control","Otu0077","D1_IAVvsControl","Weeksellaceae Bergeyella"
"Otu0080",99.7178759463425,-1.52404016303343,0.310160714610278,-4.91371115438784,8.93683849976083e-07,1.0724206199713e-05,"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","0.0e+00","Control","Otu0080","D1_IAVvsControl","Fusobacteriaceae Fusobacterium"
"Otu0085",49.3364086504824,-1.52022160864619,0.4982510979703,-3.05111542119834,0.00227992912552312,0.00972769760223198,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Veillonella","1.0e-02","Control","Otu0085","D1_IAVvsControl","Veillonellaceae Veillonella"
