,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Kingdom,Phylum,Class,Order,Family,Genus,newp,Treatment,OTU,comp,Family_Genus
Otu00253,86.8727005,-3.150153299,0.412550717,-7.635796442,2.24E-14,1.16E-12,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Rothia,0.00E+00,Control,Otu0025,D10_nasal_IAVvsControl,Micrococcaceae Rothia
Otu00254,70.6947633,-1.637831668,0.388968219,-4.210708196,2.55E-05,0.000173708,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Rothia,0.00E+00,Control,Otu0025,D14_nasal_IAVvsControl,Micrococcaceae Rothia
Otu00255,127.4677435,-3.638615274,0.525651426,-6.922106725,4.45E-12,1.12E-10,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Rothia,0.00E+00,Control,Otu0025,D21_nasal_IAVvsControl,Micrococcaceae Rothia
Otu00256,27.42271732,-1.946485531,0.499878534,-3.893917021,9.86E-05,0.000801063,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Rothia,1.00E-03,Control,Otu0025,D28_nasal_IAVvsControl,Micrococcaceae Rothia
Otu00257,138.9179748,-4.11943017,0.508362927,-8.103325297,5.35E-16,2.13E-14,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Rothia,0.00E+00,Control,Otu0025,D36_nasal_IAVvsControl,Micrococcaceae Rothia
Otu00891,20.86586351,0.826985131,0.258905379,3.194159712,0.001402385,0.007266905,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_UCG-005,7.00E-03,IAV,Otu0089,D1_nasal_IAVvsControl,Ruminococcaceae Ruminococcaceae_UCG-005
Otu00892,30.46737025,0.654401101,0.242816739,2.69504114,0.007037994,0.036949469,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_UCG-005,3.70E-02,IAV,Otu0089,D3_nasal_IAVvsControl,Ruminococcaceae Ruminococcaceae_UCG-005
Otu00893,8.787605291,1.217957627,0.328172939,3.711328638,0.000206174,0.001052961,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_UCG-005,1.00E-03,IAV,Otu0089,D7_nasal_IAVvsControl,Ruminococcaceae Ruminococcaceae_UCG-005
Otu00894,83.6013298,-1.750918996,0.14972165,-11.6944944,1.36E-31,1.90E-29,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_UCG-005,0.00E+00,Control,Otu0089,D36_nasal_IAVvsControl,Ruminococcaceae Ruminococcaceae_UCG-005
Otu00895,147.6033479,-1.25745694,0.262409379,-4.791966439,1.65E-06,4.93E-05,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_UCG-005,0.00E+00,Control,Otu0089,D42_nasal_IAVvsControl,Ruminococcaceae Ruminococcaceae_UCG-005
Otu01571,24.06069172,0.803865192,0.200082373,4.01767123,5.88E-05,0.000378779,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_UCG-014,0.00E+00,IAV,Otu0157,D14_nasal_IAVvsControl,Ruminococcaceae Ruminococcaceae_UCG-014
Otu01572,42.42984141,1.29091605,0.263080437,4.9069253,9.25E-07,1.22E-05,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_UCG-014,0.00E+00,IAV,Otu0157,D28_nasal_IAVvsControl,Ruminococcaceae Ruminococcaceae_UCG-014
Otu01573,32.5947249,2.055382331,0.225177503,9.127831611,6.99E-20,3.90E-18,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_UCG-014,0.00E+00,IAV,Otu0157,D36_nasal_IAVvsControl,Ruminococcaceae Ruminococcaceae_UCG-014
Otu01574,48.45789169,1.042584849,0.232602776,4.482254535,7.39E-06,0.000160475,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_UCG-014,0.00E+00,IAV,Otu0157,D42_nasal_IAVvsControl,Ruminococcaceae Ruminococcaceae_UCG-014
Otu0467,3.642651234,-3.542044818,0.718541605,-4.929491616,8.24E-07,1.07E-05,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Sharpea,0.00E+00,Control,Otu0467,D7_nasal_IAVvsControl,Erysipelotrichaceae Sharpea
Otu04671,4.803493186,-5.420092739,0.743990929,-7.285159704,3.21E-13,1.10E-11,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Sharpea,0.00E+00,Control,Otu0467,D10_nasal_IAVvsControl,Erysipelotrichaceae Sharpea
Otu00411,583.0015589,-3.05570549,0.949706191,-3.217527188,0.001293008,0.009051054,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,9.00E-03,Control,Otu0041,D3_nasal_IAVvsControl,Staphylococcaceae Staphylococcus
Otu00412,167.4428041,-3.181902663,0.882040455,-3.607433928,0.00030924,0.00168225,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,2.00E-03,Control,Otu0041,D10_nasal_IAVvsControl,Staphylococcaceae Staphylococcus
Otu0004,4876.554235,2.271715559,0.413516482,5.493651781,3.94E-08,8.04E-07,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,0.00E+00,IAV,Otu0004,D7_nasal_IAVvsControl,Streptococcaceae Streptococcus
Otu00971,3.709233486,-3.117577799,0.713219225,-4.371135392,1.24E-05,0.000124329,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Succiniclasticum,0.00E+00,Control,Otu0097,D1_nasal_IAVvsControl,Acidaminococcaceae Succiniclasticum
Otu00972,22.97414262,-3.258767656,0.371335712,-8.775799229,1.70E-18,8.02E-17,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Succiniclasticum,0.00E+00,Control,Otu0097,D3_nasal_IAVvsControl,Acidaminococcaceae Succiniclasticum
Otu00973,64.61888979,0.78639234,0.252022322,3.120328126,0.001806497,0.010795969,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Succiniclasticum,1.10E-02,IAV,Otu0097,D21_nasal_IAVvsControl,Acidaminococcaceae Succiniclasticum
Otu00974,71.89387,1.548981504,0.436654047,3.54738841,0.000389071,0.002543193,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Succiniclasticum,3.00E-03,IAV,Otu0097,D28_nasal_IAVvsControl,Acidaminococcaceae Succiniclasticum
Otu00975,37.15028184,3.331038531,0.318991671,10.44239971,1.59E-25,1.48E-23,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Succiniclasticum,0.00E+00,IAV,Otu0097,D36_nasal_IAVvsControl,Acidaminococcaceae Succiniclasticum
Otu00976,10.53309634,5.166498188,0.802400475,6.438802506,1.20E-10,9.59E-09,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Succiniclasticum,0.00E+00,IAV,Otu0097,D42_nasal_IAVvsControl,Acidaminococcaceae Succiniclasticum
Otu0304,5.470114987,-2.682326497,0.673279405,-3.983972293,6.78E-05,0.000510079,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Syntrophococcus,1.00E-03,Control,Otu0304,D7_nasal_IAVvsControl,Lachnospiraceae Syntrophococcus
Otu03041,14.51706148,-0.890814766,0.249072622,-3.57652623,0.00034819,0.001793181,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Syntrophococcus,2.00E-03,Control,Otu0304,D10_nasal_IAVvsControl,Lachnospiraceae Syntrophococcus
Otu03042,20.04906802,1.388329788,0.203529655,6.821265383,9.02E-12,2.01E-10,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Syntrophococcus,0.00E+00,IAV,Otu0304,D21_nasal_IAVvsControl,Lachnospiraceae Syntrophococcus
Otu03043,6.210908309,2.277415116,0.546025594,4.170894441,3.03E-05,0.000254103,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Syntrophococcus,0.00E+00,IAV,Otu0304,D28_nasal_IAVvsControl,Lachnospiraceae Syntrophococcus
Otu03044,2.795338364,3.964467046,0.772470034,5.132195257,2.86E-07,3.33E-06,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Syntrophococcus,0.00E+00,IAV,Otu0304,D36_nasal_IAVvsControl,Lachnospiraceae Syntrophococcus
Otu0061,26.46870041,-0.711803338,0.28501606,-2.497414841,0.012510251,0.038895507,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Turicibacter,3.90E-02,Control,Otu0061,D1_nasal_IAVvsControl,Erysipelotrichaceae Turicibacter
Otu00611,46.57657265,-1.454359218,0.335347428,-4.336873031,1.45E-05,0.000170719,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Turicibacter,0.00E+00,Control,Otu0061,D3_nasal_IAVvsControl,Erysipelotrichaceae Turicibacter
Otu00612,22.95278525,-1.493115211,0.327264389,-4.562412724,5.06E-06,5.56E-05,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Turicibacter,0.00E+00,Control,Otu0061,D7_nasal_IAVvsControl,Erysipelotrichaceae Turicibacter
Otu00613,44.46423527,-0.546654861,0.214541746,-2.548011618,0.010833886,0.034871571,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Turicibacter,3.50E-02,Control,Otu0061,D10_nasal_IAVvsControl,Erysipelotrichaceae Turicibacter
Otu00614,119.9471666,-0.742580262,0.252635626,-2.939333118,0.003289193,0.01834639,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Turicibacter,1.80E-02,Control,Otu0061,D21_nasal_IAVvsControl,Erysipelotrichaceae Turicibacter
Otu0056,32.22230144,0.998265389,0.3055035,3.267607047,0.001084608,0.005817868,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonellaceae_unclassified,6.00E-03,IAV,Otu0056,D1_nasal_IAVvsControl,Veillonellaceae Veillonellaceae_unclassified
Otu00561,10.43702126,-1.251746424,0.470768855,-2.658940606,0.007838678,0.02733978,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonellaceae_unclassified,2.70E-02,Control,Otu0056,D7_nasal_IAVvsControl,Veillonellaceae Veillonellaceae_unclassified
Otu00562,37.73683422,1.542019598,0.341382189,4.516989013,6.27E-06,5.38E-05,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonellaceae_unclassified,0.00E+00,IAV,Otu0056,D10_nasal_IAVvsControl,Veillonellaceae Veillonellaceae_unclassified
Otu00563,33.06939831,0.620715335,0.21980691,2.823911837,0.004744143,0.016185901,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonellaceae_unclassified,1.60E-02,IAV,Otu0056,D14_nasal_IAVvsControl,Veillonellaceae Veillonellaceae_unclassified
Otu00564,96.05507153,0.789378105,0.247857473,3.184806558,0.001448508,0.009567776,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonellaceae_unclassified,1.00E-02,IAV,Otu0056,D21_nasal_IAVvsControl,Veillonellaceae Veillonellaceae_unclassified
Otu00565,79.52205464,1.468204202,0.431845579,3.399836127,0.000674262,0.003844731,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonellaceae_unclassified,4.00E-03,IAV,Otu0056,D28_nasal_IAVvsControl,Veillonellaceae Veillonellaceae_unclassified
Otu00566,14.07697316,2.684897877,0.551495603,4.868393988,1.13E-06,3.84E-05,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonellaceae_unclassified,0.00E+00,IAV,Otu0056,D42_nasal_IAVvsControl,Veillonellaceae Veillonellaceae_unclassified
Otu0629,1.253003182,4.591539576,1.002669648,4.579314417,4.67E-06,4.68E-05,Bacteria,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Wohlfahrtiimonadaceae,Wohlfahrtiimonas,0.00E+00,IAV,Otu0629,D21_nasal_IAVvsControl,Wohlfahrtiimonadaceae Wohlfahrtiimonas
Otu06291,4.459493952,5.872408942,1.214418803,4.835571491,1.33E-06,1.55E-05,Bacteria,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Wohlfahrtiimonadaceae,Wohlfahrtiimonas,0.00E+00,IAV,Otu0629,D28_nasal_IAVvsControl,Wohlfahrtiimonadaceae Wohlfahrtiimonas
Otu06292,0.704883719,4.262666138,1.762113011,2.419065129,0.015560454,0.049333712,Bacteria,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Wohlfahrtiimonadaceae,Wohlfahrtiimonas,4.90E-02,IAV,Otu0629,D36_nasal_IAVvsControl,Wohlfahrtiimonadaceae Wohlfahrtiimonas
