"","Moraxella","Actinobacillus","Weeksellaceae_unclassified","Streptococcus","Neisseriaceae_unclassified","Carnobacteriaceae_unclassified","Prevotella_9","Prevotellaceae_NK3B31_group","Lactobacillus","Phascolarctobacterium","Weissella","Clostridium_sensu_stricto_1","Terrisporobacter","Megasphaera","Rothia","Blautia","Chryseobacterium","Staphylococcus","Lactococcus","Turicibacter","Veillonellaceae_unclassified","Faecalibacterium","Ruminococcaceae_UCG-002","Enhydrobacter","Agathobacter","uncultured","Collinsella","Escherichia-Shigella","Acinetobacter","Aerococcus","uncultured","Olsenella","Mogibacterium","Succinivibrionaceae_unclassified","Empedobacter","Subdoligranulum","Prevotella_1","Leuconostoc","Alloprevotella","Succiniclasticum","Prevotellaceae_UCG-003","Romboutsia","Ruminococcaceae_UCG-005","Pediococcus","Enterococcus","Prevotellaceae_UCG-001","Prevotella_2","Clostridium_sensu_stricto_6","Treponema_2","Fusobacterium","Lachnospiraceae_AC2044_group","Bergeyella","Anaerovibrio","Prevotellaceae_unclassified","Ruminococcus_2","Veillonella","Dorea","Coprococcus_3","Lachnospiraceae_ge","Lachnospiraceae_XPB1014_group","Muribaculaceae_ge","Anaerococcus","Peptostreptococcus","Pasteurellaceae_unclassified","Rikenellaceae_RC9_gut_group","Brachybacterium","Lachnospiraceae_unclassified","Porphyromonas","Catenisphaera","Parabacteroides","Burkholderiaceae_unclassified","Parvimonas","Ruminococcaceae_NK4A214_group","Ruminococcaceae_UCG-014","Dialister","uncultured","Catenibacterium","Christensenellaceae_R-7_group","Oscillospira","Coprococcus_1","Eggerthellaceae_unclassified","Prevotella_7","Enterobacteriaceae_unclassified","Solobacterium","Bacteroidales_unclassified","Lachnospiraceae_NK4A136_group","Moraxellaceae_unclassified","Intestinibacter","Actinomyces","Family_XIII_ge","Ruminococcaceae_unclassified","Pseudoramibacter","Erysipelotrichaceae_unclassified","Corynebacterium_1","Ruminiclostridium_5","Ruminococcaceae_ge","Family_XIII_AD3011_group","Fusobacteriaceae_unclassified","Holdemanella","Ruminococcaceae_UCG-008","Bacteria_unclassified","Senegalimassilia","Bacteroides","Lachnospiraceae_ND3007_group","Syntrophococcus","Ruminiclostridium_9","Marvinbryantia","Myroides","Enterorhabdus","Peptococcus","Negativibacillus","Atopobiaceae_ge","Ruminococcus_1","Fournierella","Sphingobacterium","Intestinimonas","Campylobacter","horsej-a03","Muribaculaceae_unclassified","Ruminococcaceae_UCG-010","Mitsuokella","Sphingomonas","Massilia","Trueperella","Fusicatenibacter","Vagococcus","Atopobium","dgA-11_gut_group","Acidaminococcus","uncultured_ge","Pseudomonas","Bacteroidales_RF16_group_ge","Leptotrichiaceae_unclassified","Roseburia","Gemella","Gammaproteobacteria_unclassified","Actinotignum","Prevotellaceae_UCG-004","Ruminiclostridium_6","Lachnospiraceae_FCS020_group","p-1088-a5_gut_group","Lachnoclostridium","Sphingobacteriaceae_unclassified","Gastranaerophilales_ge","Corynebacteriaceae_unclassified","Schwartzia","Succinivibrio","uncultured","Family_XIII_unclassified","Ruminococcaceae_UCG-009","Brevundimonas","Leptotrichia","Desulfovibrio","Peptoanaerobacter","Candidatus_Soleaferrea","Mollicutes_RF39_ge","Prevotella","Sharpea","Clostridiales_unclassified","Z20","Oscillibacter","Clostridiales_vadinBB60_group_ge","Bradymonadales_ge","Deinococcus","Fibrobacter","WCHB1-41_ge","CAG-873","Kocuria","Mailhella","Cellulosilyticum","Micrococcaceae_unclassified","Cloacibacillus","Lachnospiraceae_UCG-004","Sutterella","Helicobacter","Family_XIII_UCG-001","Butyricicoccus","Coprococcus_2","Firmicutes_unclassified","Peptoniphilus","Finegoldia","Anaerostipes","uncultured","Ruminococcaceae_UCG-013","Acetitomaculum","F082_ge","Stenotrophomonas","vadinBE97_ge","Coriobacteriales_unclassified","Allisonella","Filifactor","Devosia","Pyramidobacter","Tannerellaceae_unclassified","Pseudoclavibacter","Aerosphaera","Paracoccus","Rhizobiaceae_unclassified","Ruminococcaceae_UCG-004","Aerococcaceae_unclassified","Lachnoclostridium_12","Shuttleworthia","Capnocytophaga","Erysipelotrichaceae_UCG-009","Alphaproteobacteria_unclassified","Selenomonas_1","Kurthia","Tyzzerella","Bacteroidia_unclassified","Anaerovorax","uncultured","Clostridiaceae_1_unclassified","Ruminococcaceae_UCG-003","Johnsonella","Lachnospiraceae_NK4B4_group","Izimaplasmatales_ge","uncultured","Erysipelotrichaceae_ge","Oribacterium","Mycoplasma","Butyrivibrio","Tannerella","UBA1819","Fastidiosipila","Sphaerochaeta","Fretibacterium","Shinella","Ezakiella","Dyadobacter","Pedobacter","Corynebacterium","GCA-900066225","Lachnospiraceae_UCG-010","Wohlfahrtiimonas","Mucispirillum","Delftia","Aeromonas","Ignavigranum","Leucobacter","Murdochiella","Angelakisella","Peptococcaceae_unclassified","Butyricimonas","Atopobiaceae_unclassified","CAG-56","Hydrogenoanaerobacterium","Lachnospira","Ralstonia","Proteocatella","Lachnospiraceae_NK3A20_group","Erysipelotrichaceae_UCG-004","Helcococcus","Howardella","Selenomonas","Selenomonas_4","Lachnospiraceae_UCG-003","Selenomonas_3","Slackia","uncultured","Flavobacteriaceae_unclassified","Actinobacteria_unclassified","Puniceicoccaceae_unclassified","Erysipelotrichaceae_UCG-006","Arcanobacterium","Microbacteriaceae_unclassified","Chlamydia","Rhodospirillales_unclassified","Alistipes","Lachnospiraceae_UCG-002","Micrococcales_unclassified","Oxalobacter","Suttonella","CAG-352","Sphingopyxis","Rhodococcus","Caproiciproducens","uncultured","Eubacterium","Gallicola","GCA-900066575","Lachnospiraceae_NC2004_group","uncultured","Coriobacteriaceae_unclassified","DTU089","Lachnoanaerobaculum","Synergistaceae_unclassified","Anaerofustis","Negativicoccus","Parasutterella","Victivallis","Thermomonas","Azospirillum","uncultured","Arsenicicoccus","JG30-KF-CM45_ge","OPB56_ge","Sarcina","Herpetosiphon","Victivallaceae_ge","Tahibacter","Bilophila","Faecalicoccus","Janibacter","Micrococcus","Dietzia","Allofustis","Verrucomicrobiae_unclassified","Brachymonas","env.OPS_17_ge","Obscuribacterales_ge","Dysgonomonas","Mycobacterium","Victivallaceae_unclassified","Saccharibacillus","Bradyrhizobium","F0058","Dermacoccaceae_unclassified","Bifidobacterium","Anaeroplasma","Pseudochrobactrum","Flavobacterium","Clostridia_unclassified","Desulfomicrobium","Moryella","Williamsia","Odoribacter","Bosea","Propionivibrio","uncultured","Flexilinea","Carnobacterium","Facklamia","Elusimicrobium","uncultured","Phocea","Phreatobacter","uncultured","Rikenellaceae_unclassified","Fusibacter","XBB1006","Paenibacillus","Macrococcus","Methylobacterium","Roseimicrobium","Cerasicoccus","Lachnospiraceae_UCG-001","Holdemania","Saccharimonadales_ge","Sphingobium","Catonella","Catabacter","Mannheimia","Leptothrix","Bordetella","Lactobacillales_unclassified","Butyrivibrio_2","Psychrobacter","Proteiniclasticum","Akkermansia","S5-A14a","Candidatus_Saccharimonas","Dokdonella","Beutenbergiaceae_unclassified","Niabella","Sphingomonadaceae_unclassified","Syntrophomonadaceae_unclassified","Defluviitaleaceae_UCG-011","Rhodopseudomonas","Spirochaetaceae_unclassified","Caulobacteraceae_unclassified","Acetobacteraceae_unclassified","Pir4_lineage","Bacillaceae_unclassified","Exiguobacterium","Prevotella_6","Family_XI_unclassified","Dermatophilaceae_unclassified","Antricoccus","Xanthomonas","Jeotgalicoccus","Brevibacterium","Atopostipes","Sericytochromatia_ge","Anaerofilum","uncultured","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","uncultured","Burkholderia-Caballeronia-Paraburkholderia","Geobacillus","Taibaiella","Streptomyces","Actinomycetaceae_unclassified","Anaerotruncus","Novosphingobium","Acetanaerobacterium","Roseomonas","67-14_ge","IMCC26207"
"SRD129_P153_N_D1",6676,12483,2702,5409,1462,882,231,124,106,111,97,272,63,106,148,160,18,55,4,48,81,73,140,9,21,14,52,28,16,0,1,5,40,14,0,45,6,0,41,1,24,29,51,14,0,1,20,66,48,78,4,27,3,101,3,40,38,27,41,1,28,104,49,6,13,0,61,19,3,0,0,16,24,9,0,1,21,39,16,8,18,17,0,5,9,4,18,13,19,22,40,2,10,8,15,5,18,4,6,0,5,11,19,7,9,13,12,0,0,13,9,16,7,2,0,1,5,0,1,12,0,0,0,16,4,0,5,0,0,2,4,0,0,0,0,1,2,1,3,6,0,7,0,0,3,8,2,2,0,6,0,0,0,0,4,18,2,0,6,0,4,3,1,0,0,0,0,0,0,0,1,0,5,0,1,3,2,0,0,26,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,1,0,0,0,1,0,3,0,0,0,3,0,3,0,0,4,0,0,0,0,6,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,3,0,0,2,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"SRD129_P153_N_D10",14514,7217,7358,5058,2946,2341,941,390,197,137,160,61,49,56,25,131,69,13,63,14,54,55,41,114,79,57,30,15,10,0,115,26,31,14,0,58,37,3,94,6,4,8,26,37,5,0,60,15,7,4,0,13,31,81,34,8,13,6,18,0,36,6,4,6,13,0,45,3,44,7,15,0,20,51,0,6,7,9,12,20,13,35,5,7,34,25,0,6,4,4,18,8,5,0,9,24,7,4,6,11,2,13,3,4,10,14,14,0,11,3,3,0,12,3,2,1,2,0,0,6,2,0,5,2,5,0,0,0,1,6,0,0,0,6,1,0,1,3,0,4,0,3,10,1,1,0,0,1,0,0,1,3,0,0,0,14,1,0,7,0,3,6,0,0,0,0,0,1,0,0,0,0,2,1,0,1,7,5,2,1,0,2,2,2,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,1,0,1,0,3,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRD129_P153_N_D14",6205,2239,4045,1447,935,1095,175,74,58,82,220,269,214,67,24,101,379,31,403,30,35,12,14,190,10,28,73,13,134,50,11,51,40,7,0,27,13,2,23,2,19,19,6,37,44,0,15,36,17,7,0,34,4,30,23,3,13,10,21,1,12,7,3,1,3,8,59,10,28,2,64,1,8,34,1,17,21,28,6,5,29,1,30,9,21,17,6,13,4,2,32,9,10,1,1,11,6,0,4,9,9,17,4,6,7,3,9,0,11,5,3,0,8,0,12,0,4,0,0,3,3,23,19,0,2,0,1,0,5,6,10,0,0,10,5,0,0,0,0,0,0,0,43,0,0,0,2,0,0,0,12,0,2,0,3,10,0,0,4,0,1,4,0,5,0,0,0,4,0,3,12,0,3,0,0,1,0,2,0,1,0,0,2,2,1,0,27,0,0,1,1,0,0,0,2,0,0,2,0,4,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,7,0,0,0,0,0,0,0,0,3,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRD129_P153_N_D21",19481,788,8029,1324,2372,3713,1814,224,252,266,219,465,354,208,26,245,22,17,387,71,250,116,58,22,111,84,79,13,84,181,134,202,98,51,2,74,146,9,102,167,14,117,36,112,57,5,56,43,48,8,0,6,18,180,25,3,31,28,58,25,40,6,10,0,41,0,116,3,28,11,4,3,16,73,9,32,19,39,32,40,50,77,21,14,17,15,4,16,4,31,65,25,10,24,14,28,29,0,7,31,24,20,4,22,72,7,34,118,11,21,5,4,16,4,5,10,5,0,0,9,24,1,0,6,3,23,1,3,36,12,0,0,0,4,1,0,0,2,3,9,1,11,0,0,0,0,1,6,8,0,0,4,1,0,0,32,0,0,20,0,6,1,1,0,0,0,0,0,2,0,1,0,8,0,0,6,3,2,2,0,0,11,4,6,4,0,3,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,7,0,2,1,1,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,1,0,0,1,0,0,0,2,3,3,1,0,0,3,2,0,0,5,0,2,1,0,2,0,0,4,0,0,4,0,0,1,1,1,0,1,2,0,1,0,2,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRD129_P153_N_D3",10027,9284,4435,2560,1176,2014,716,244,112,195,126,93,96,150,46,204,2,8,4,7,110,104,176,4,74,16,70,45,32,0,125,10,85,9,2,114,28,0,96,2,53,15,41,14,2,8,160,14,26,26,0,11,11,94,14,12,32,31,36,5,41,21,6,6,38,0,67,16,12,6,1,2,31,43,0,10,20,26,16,4,24,25,0,15,8,7,3,8,3,15,45,4,20,0,28,37,31,0,16,2,1,11,27,6,10,37,8,0,1,25,6,8,8,6,0,18,6,0,12,10,2,0,1,1,5,0,0,0,1,6,64,0,3,1,8,0,1,0,2,7,0,8,0,1,0,5,0,1,0,11,0,0,9,0,1,15,0,0,3,0,14,18,2,0,3,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,1,0,0,9,0,0,1,0,0,1,1,0,0,0,0,0,0,0,8,1,0,1,0,0,0,0,2,4,7,0,2,1,11,0,0,1,3,0,0,0,0,3,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRD129_P153_N_D36",11133,17,5315,1588,2409,2513,739,832,190,116,71,199,76,111,17,101,7,89,56,43,50,20,51,12,31,30,14,8,20,38,42,6,16,100,20,25,93,1,119,80,17,13,39,14,18,41,7,4,199,5,0,1,20,110,43,0,14,7,39,8,55,0,2,3,124,17,86,3,9,17,1,0,31,51,0,13,7,37,8,11,22,25,2,9,53,4,1,17,4,5,40,2,3,21,5,27,6,0,3,20,10,2,3,9,6,2,13,4,5,3,0,2,28,2,6,1,15,20,1,44,11,0,0,0,1,3,0,10,8,8,0,0,0,12,1,0,0,10,9,3,4,0,0,4,2,0,0,6,9,0,0,5,5,0,0,39,0,0,9,0,5,1,1,2,10,6,1,1,0,0,1,0,1,2,0,3,0,5,15,0,0,1,3,6,1,0,1,13,4,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRD129_P153_N_D42",12585,38,4810,4279,1877,1242,1030,475,1298,211,543,239,105,101,17,99,18,143,386,97,13,34,86,23,18,18,6,31,7,44,46,8,26,15,13,33,15,73,112,43,116,8,49,175,28,48,4,2,265,4,3,0,29,150,30,14,36,16,42,56,65,0,0,3,131,24,127,0,9,53,2,2,65,53,0,5,28,115,15,14,36,6,2,21,74,6,4,22,1,1,54,2,12,43,2,13,55,0,6,61,26,0,14,5,1,8,26,0,4,4,0,1,31,7,0,8,8,9,23,52,6,0,1,0,17,4,1,6,0,5,2,3,0,5,0,10,0,10,8,0,7,5,0,17,8,0,0,5,13,23,1,8,14,0,4,26,0,0,13,10,19,22,2,13,5,47,12,1,6,1,2,0,0,4,3,6,0,0,2,0,0,0,9,4,6,0,0,3,4,2,0,0,7,3,1,1,0,0,0,0,0,3,0,0,0,0,1,0,0,1,2,0,0,0,1,3,0,5,6,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRD129_P153_N_D7",13014,6704,8549,3929,2998,2083,102,63,63,38,31,90,73,16,90,49,30,11,47,21,2,15,21,7,10,5,35,20,29,2,12,16,18,2,3,26,9,5,12,3,4,11,15,5,3,0,11,20,5,46,0,25,0,22,5,7,5,6,13,0,6,45,15,7,4,0,21,46,6,1,18,8,7,14,2,2,3,4,0,1,3,4,5,0,14,0,7,5,12,8,4,2,5,1,2,4,8,4,6,0,3,5,10,1,0,5,1,0,1,2,4,0,4,0,1,1,1,0,3,2,0,6,1,4,0,0,1,0,0,2,6,0,1,3,8,0,2,2,0,2,0,0,1,0,0,0,0,0,0,0,0,7,1,0,2,5,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,1,1,0,0,8,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRD129_P154_N_D0",14015,15742,9,3073,116,362,184,189,247,128,325,592,105,123,141,240,10,27,7,46,61,81,119,5,49,4,68,20,16,0,9,0,92,16,0,55,0,0,89,4,24,39,41,23,11,7,72,108,63,65,17,325,10,126,14,36,58,28,43,5,48,33,22,65,9,0,102,37,7,8,8,4,19,27,0,13,17,35,28,4,29,6,6,6,69,5,35,14,12,15,46,3,44,0,14,12,42,8,10,0,7,3,71,23,10,17,16,0,6,13,2,17,10,2,0,3,12,0,32,6,1,0,0,45,21,0,3,0,0,6,6,26,6,1,25,1,14,5,4,6,0,1,0,2,8,11,3,0,0,9,0,18,2,0,5,25,0,3,19,0,3,6,2,1,1,1,2,0,0,0,0,0,2,0,3,0,2,0,2,9,2,0,5,2,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,2,8,0,2,0,0,0,0,0,0,2,1,0,0,0,1,0,0,2,0,0,0,0,1,1,0,1,0,0,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"SRD129_P154_N_D1",1528,13074,3,4797,29,3,262,152,92,100,100,289,60,94,95,118,6,95,7,37,74,87,126,18,25,25,47,53,36,0,2,4,32,15,0,22,10,0,45,0,44,27,49,18,6,4,30,61,66,65,6,28,11,123,13,20,43,17,31,11,45,71,23,43,28,0,72,12,5,14,0,10,31,30,0,5,27,53,21,5,18,14,0,3,11,1,6,7,5,13,34,4,19,3,10,9,18,11,7,0,2,6,41,11,6,7,0,0,5,1,3,12,22,4,0,3,14,1,2,15,0,0,0,10,8,0,10,0,2,6,2,0,0,3,0,0,16,0,5,3,0,1,0,0,6,9,1,0,0,3,0,0,4,0,5,20,0,3,6,0,4,6,1,0,2,0,0,6,1,0,0,0,9,1,1,2,1,0,0,4,3,0,3,1,0,0,1,0,2,0,2,0,0,0,0,0,1,0,5,1,0,1,0,2,0,0,0,5,1,0,0,5,1,0,0,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,3,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRD129_P154_N_D10",13661,12339,1831,1533,513,1316,2279,1061,439,357,306,160,117,192,27,286,67,15,150,51,273,183,99,60,272,184,64,35,63,0,221,62,53,57,0,138,74,5,265,16,16,6,62,69,4,1,111,34,36,12,0,11,72,191,42,6,43,31,58,1,63,5,6,14,42,0,157,10,57,26,15,3,36,69,0,15,22,48,41,17,40,82,3,21,19,56,2,15,9,4,76,7,6,1,18,45,29,2,7,21,13,12,2,17,23,29,41,0,14,1,28,4,36,7,0,7,27,0,2,9,3,3,1,8,3,0,3,0,7,1,3,0,0,29,1,0,2,7,18,9,0,5,8,2,1,4,2,3,3,0,1,3,4,0,1,23,0,0,19,0,13,8,2,0,1,2,0,5,0,0,0,0,4,1,4,3,2,16,4,0,0,12,3,3,0,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,6,1,0,0,3,0,0,0,2,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,4,1,0,1,1,0,0,1,0,0,0,0,3,0,4,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"SRD129_P154_N_D14",7853,4995,2030,1708,361,669,290,247,160,131,794,472,604,73,99,204,474,41,687,143,36,12,40,368,25,37,149,16,187,184,25,107,121,33,0,80,13,19,66,2,18,71,27,115,91,5,23,46,31,9,0,60,8,62,28,3,31,25,47,6,24,3,6,0,11,5,113,12,43,5,80,1,18,38,0,27,40,27,7,24,59,11,55,33,14,32,14,16,6,1,54,20,17,4,20,20,45,0,15,11,7,27,2,24,9,4,35,0,20,10,13,4,13,2,28,3,0,0,0,2,4,25,25,2,0,0,3,2,1,16,9,0,2,2,9,3,0,0,5,0,0,1,52,0,7,0,7,1,1,0,9,4,0,0,2,23,0,2,5,0,2,8,3,4,1,0,0,5,0,0,17,0,3,0,0,4,0,3,0,2,0,1,2,0,1,0,37,0,0,2,1,1,0,0,12,0,0,4,0,5,0,1,0,0,0,0,7,0,5,0,0,1,0,0,1,3,0,0,0,0,0,0,1,9,0,0,2,0,4,1,0,1,0,0,2,2,0,0,3,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
